S.No.,Name,CMP(Rs),P/E,Mar Cap(Rs.Cr),Div Yld(%),NP Qtr(Rs.Cr),Qtr Profit Var(%),Sales Qtr(Rs.Cr.),Qtr Sales Var(%),ROCE(%),Company Name
114.,Modern Steels,19.60,47.31,26.97,0.00,0.97,-61.81,0.00,,4.21,Steel
115.,Grand Foundry,8.60,,26.17,0.00,-0.13,84.52,0.02,-80.00,,Steel
116.,Mukat Pipes,15.90,62.71,18.83,0.00,0.04,-63.64,2.06,37.33,,Steel
117.,Rish.Digh.Steel,34.10,1.62,18.72,0.00,11.87,6035.00,0.00,,100.55,Steel
118.,Rajas. Tube Mfg,29.00,18.17,13.06,0.00,-0.06,-109.84,18.88,-33.54,10.53,Steel
119.,Sh. Steel Wire,39.05,,12.93,0.00,0.02,-50.00,3.29,-22.77,-1.11,Steel
120.,Aanchal Ispat,6.14,,12.80,0.00,1.21,107.29,47.26,-15.11,-3.93,Steel
121.,Umiya Tubes,6.48,,6.48,0.00,-1.59,62.05,0.08,-70.37,-17.02,Steel
122.,Vallabh Steels,12.35,,6.12,0.00,-0.39,84.15,0.00,,-6.85,Steel
123.,T N Steel Tubes,11.90,21.79,6.10,0.00,0.21,-61.11,18.92,-17.85,4.35,Steel
124.,Mahalaxmi Seam.,11.22,17.94,5.91,0.00,0.21,110.00,0.47,2.17,20.96,Steel
125.,Aditya Ispat,10.30,,5.51,0.00,-2.33,-1470.59,18.84,-2.53,0.72,Steel
,Median: 127 Co.,105.3,25.42,482.83,0.0,6.56,17.21,146.87,-0.22,13.52,Steel
126.,Heera Ispat,6.35,,3.74,0.00,-0.01,50.00,0.00,,-150.00,Steel
127.,Arcee Industries,5.85,,3.01,0.00,-0.25,-256.25,0.06,-98.26,-16.34,Steel
,Median: 127 Co.,105.3,25.42,482.83,0.0,6.56,17.21,146.87,-0.22,13.52,Steel
