S.No.,Name,CMP(Rs),P/E,Mar Cap(Rs.Cr),Div Yld(%),NP Qtr(Rs.Cr),Qtr Profit Var(%),Sales Qtr(Rs.Cr.),Qtr Sales Var(%),ROCE(%),Company Name
64.,Flex Foods,122.00,,151.90,0.40,-1.75,76.60,44.44,27.70,-5.33,FMCG
65.,KCK Industries,201.40,89.25,142.78,0.00,1.50,,42.80,,9.33,FMCG
66.,Himalaya Food,24.60,29.06,142.36,0.00,1.88,106.01,12.47,-16.14,3.62,FMCG
67.,Virat Crane Inds,68.20,13.76,139.30,0.00,4.00,277.36,36.05,12.94,18.43,FMCG
68.,Modern Dairies,57.44,8.95,133.92,0.00,6.34,141.83,97.83,20.90,,FMCG
69.,Apis India,242.25,4.10,133.48,0.00,2.97,-48.17,79.02,2.58,16.59,FMCG
70.,Jhandewala Foods,129.00,23.10,132.37,0.00,22.66,-44.76,16.14,-66.88,100.84,FMCG
71.,Dangee Dums,7.78,,119.79,0.00,-0.91,0.00,6.00,8.11,3.27,FMCG
72.,Anjani Foods,42.56,96.71,118.96,0.00,0.27,68.75,12.70,13.19,11.14,FMCG
73.,Mayank Cattle Fo,216.50,38.59,116.91,0.00,1.92,,173.46,,16.77,FMCG
74.,Pee Cee Cosma,440.00,11.16,116.61,0.45,2.71,86.90,30.54,3.11,34.66,FMCG
75.,Ajooni Biotech,6.52,51.99,112.31,0.00,0.91,68.52,19.58,-52.54,7.76,FMCG
,Median: 119 Co.,153.0,42.75,186.38,0.0,1.98,14.29,51.03,5.59,14.2,FMCG
76.,Freshtrop Fruits,134.00,,106.79,0.00,-0.21,-107.12,37.83,31.95,-4.76,FMCG
77.,Kothari Ferment.,69.35,,104.05,0.00,0.87,-78.20,31.99,-0.96,-0.40,FMCG
78.,Saptarishi Agro,29.50,49.20,100.37,0.00,1.79,297.78,15.86,24.00,29.52,FMCG
79.,Sameera Agro,83.05,9.23,98.92,0.00,3.80,,87.78,,68.59,FMCG
80.,Baba Food,54.95,14.60,89.70,0.00,2.86,,99.61,,18.26,FMCG
81.,Saboo Sodium,18.97,346.17,79.62,0.00,-1.73,66.41,18.97,50.32,4.39,FMCG
82.,Nakoda Group,43.37,,77.27,0.36,-1.25,-881.25,10.65,-15.61,-1.81,FMCG
83.,Hoac Foods,180.00,67.82,69.18,0.00,0.54,,8.42,,48.70,FMCG
84.,Sheetal Univer.,59.00,32.50,67.59,0.00,2.08,,134.79,,22.34,FMCG
85.,Goel Food,176.00,13.27,66.36,0.28,3.40,,13.88,,18.94,FMCG
86.,Vistar Amar,194.45,16.77,62.23,0.00,0.45,12.50,23.04,29.80,33.34,FMCG
87.,The Ravalgaon,1741.95,,59.21,0.00,20.15,-42.50,2.09,-16.40,-16.89,FMCG
88.,GKB Ophthalmics,111.50,,56.21,0.00,-0.89,53.65,21.56,8.02,-1.06,FMCG
89.,Sampre Nutrition,76.90,180.34,55.93,0.00,0.55,198.21,4.76,-59.21,6.58,FMCG
90.,Tapi Fruit,131.25,,54.72,0.00,-0.26,,10.03,,-2.16,FMCG
91.,Valencia Nutrit.,37.00,,51.66,,-0.84,,0.69,,-88.82,FMCG
92.,Italian,33.15,14.45,48.98,0.00,1.26,,37.52,,23.71,FMCG
93.,Standard Surfact,59.01,32.95,48.76,0.00,0.29,-9.38,37.37,11.05,5.43,FMCG
94.,Ceeta Industries,32.85,,47.63,0.00,0.53,208.16,2.54,-6.27,-3.55,FMCG
95.,Libas Consumer,18.02,9.13,47.46,0.00,4.09,127.22,22.44,0.22,7.15,FMCG
96.,Sunil Agro Foods,153.00,52.17,45.90,0.00,0.16,23.08,59.53,8.63,8.37,FMCG
97.,Naturite Agro,83.75,126.71,44.35,0.00,2.97,1750.00,2.01,35.81,2.14,FMCG
98.,Swojas Energy,12.90,998.50,39.94,0.00,0.01,133.33,0.21,,1.70,FMCG
99.,Hipolin,120.80,,37.80,0.00,-0.16,0.00,5.85,36.36,-5.95,FMCG
100.,Jay Kailash,68.00,48.54,33.98,0.00,0.60,,7.67,,20.44,FMCG
,Median: 119 Co.,153.0,42.75,186.38,0.0,1.98,14.29,51.03,5.59,14.2,FMCG
101.,Sanwaria Consum.,0.41,,30.18,0.00,-0.73,,0.27,,-2.08,FMCG
102.,Novateor Resear.,45.90,739.67,22.19,0.00,0.02,,0.85,,0.92,FMCG
103.,Tasty Dairy,10.60,,21.66,0.00,-23.11,-1317.79,8.04,-71.62,-3.36,FMCG
104.,Paramount Cosmet,41.37,1004.14,20.10,0.00,-0.21,-520.00,5.10,-31.36,5.64,FMCG
105.,Paos Industries,31.68,,19.34,0.00,-0.07,12.50,0.00,,-200.00,FMCG
106.,Tarai Foods,10.65,,18.90,0.00,-0.23,11.54,0.00,,-72.09,FMCG
107.,Mahaan Foods,52.40,27.78,18.34,0.00,0.32,60.00,0.00,,4.65,FMCG
108.,Shanti Overseas,16.01,,17.79,0.00,-0.09,98.69,1.28,-74.75,-11.89,FMCG
109.,KMG Milk Food,33.07,159.45,17.54,0.00,0.24,41.18,1.20,-33.33,4.05,FMCG
110.,Ador Multi Prod.,34.60,,16.17,0.00,1.98,60.42,0.82,-68.58,-37.64,FMCG
111.,Shah Foods,244.90,,14.69,0.00,-0.09,-800.00,0.00,,,FMCG
112.,Spectrum Foods,29.67,10.81,14.38,0.00,-5.15,-22.62,6.33,38.82,104.02,FMCG
113.,ANS Industries,10.21,,9.46,0.00,0.31,188.57,0.00,,-4.42,FMCG
114.,Kore Foods,7.80,,9.10,0.00,-0.12,33.33,0.00,,-321.74,FMCG
115.,Super Bakers (I),28.41,24.51,8.58,0.00,0.08,14.29,0.00,,10.86,FMCG
116.,Nutricircle,261.90,,7.12,0.00,-0.52,-48.57,0.00,-100.00,-125.89,FMCG
117.,Tricom Fruit,1.66,,3.17,0.00,-0.09,,0.00,,,FMCG
118.,Madhur Inds,7.13,,2.92,0.00,-0.18,0.00,0.00,,-6.11,FMCG
119.,Transglobe Foods,142.55,,2.06,0.00,-0.05,-145.45,0.00,-100.00,-75.68,FMCG
,Median: 119 Co.,153.0,42.75,186.38,0.0,1.98,14.29,51.03,5.59,14.2,FMCG
